No,Age,Education,Industry,Experience ,Marital Status,Own House,Dependents,Income,Loan Affordability
33448,39,Doctorate,Construction ,17,MARRIED,YES,0,66494.85002,NO
33458,43,Bachelor,Energy ,23,SINGLE,NO,3,78494.85002,NO
33468,29,Bachelor,Construction ,9,SINGLE,YES,0,72494.85002,NO
33477,48,No schooling,Arts & Media,30,MARRIED,YES,3,63494.85002,YES
33483,34,Doctorate,Education ,12,MARRIED,YES,1,95494.85002,NO
33487,50,Master,Construction ,29,SINGLE,NO,0,83494.85002,NO
33489,33,High School,Fishing ,14,SINGLE,YES,1,77494.85002,NO
33491,29,High School,Fishing ,10,MARRIED,YES,1,76494.85002,NO
33506,41,Bachelor,Agriculture,21,SINGLE,YES,1,75494.85002,YES
33508,31,Master,Construction ,10,SINGLE,NO,3,71494.85002,NO
33514,31,Doctorate,Agriculture,9,MARRIED,YES,0,89494.85002,NO
33523,34,Doctorate,Construction ,12,MARRIED,YES,0,83494.85002,NO
33533,45,Bachelor,Energy ,25,SINGLE,YES,1,71494.85002,NO
33543,43,Bachelor,Construction ,23,MARRIED,NO,3,70494.85002,YES
33552,44,No schooling,Arts & Media,26,MARRIED,YES,1,73494.85002,NO
33558,38,Doctorate,Education ,16,MARRIED,NO,1,73494.85002,NO
33562,36,Master,Construction ,15,SINGLE,NO,3,90494.85002,YES
33564,32,High School,Fishing ,13,MARRIED,NO,2,73494.85002,NO
33566,36,High School,Fishing ,17,MARRIED,NO,1,70494.85002,NO
33581,36,Bachelor,Agriculture,16,SINGLE,NO,3,71494.85002,NO
33583,43,Master,Construction ,22,MARRIED,YES,3,70494.85002,YES
33589,49,Doctorate,Agriculture,27,SINGLE,YES,1,95494.85002,NO
33598,38,Doctorate,Construction ,16,SINGLE,YES,2,77494.85002,NO
33608,51,Bachelor,Energy ,31,MARRIED,YES,3,61494.85002,NO
33618,54,Bachelor,Construction ,34,MARRIED,NO,1,90494.85002,NO
33627,37,No schooling,Arts & Media,19,SINGLE,YES,3,87494.85002,NO
33633,46,Doctorate,Education ,24,SINGLE,NO,1,89494.85002,NO
33637,33,Master,Construction ,12,MARRIED,NO,0,78494.85002,NO
33639,34,High School,Fishing ,15,MARRIED,NO,1,78494.85002,YES
33641,48,High School,Fishing ,29,MARRIED,NO,2,89494.85002,NO
33656,36,Bachelor,Agriculture,16,SINGLE,NO,0,93494.85002,NO
33658,26,Master,Construction ,5,MARRIED,NO,1,70494.85002,YES
33664,27,Doctorate,Agriculture,5,MARRIED,NO,1,88494.85002,YES
33673,54,Doctorate,Construction ,32,MARRIED,NO,1,79494.85002,YES
33683,30,Bachelor,Energy ,10,SINGLE,NO,1,99494.85002,YES
33693,48,Bachelor,Construction ,28,SINGLE,YES,1,76494.85002,NO
33702,54,No schooling,Arts & Media,36,SINGLE,YES,3,67494.85002,NO
33708,25,Doctorate,Education ,3,SINGLE,YES,1,70494.85002,NO
33712,46,Master,Construction ,25,SINGLE,YES,3,67494.85002,NO
33714,45,High School,Fishing ,26,SINGLE,YES,1,86494.85002,NO
33716,47,High School,Fishing ,28,SINGLE,YES,3,90494.85002,NO
33731,34,Bachelor,Agriculture,14,SINGLE,NO,2,92494.85002,YES
33733,25,Master,Construction ,4,SINGLE,YES,0,69494.85002,NO
33739,28,Doctorate,Agriculture,6,SINGLE,YES,2,92494.85002,NO
33748,39,Doctorate,Construction ,17,SINGLE,YES,3,85494.85002,YES
33758,43,Bachelor,Energy ,23,SINGLE,YES,0,94494.85002,YES
33768,49,Bachelor,Construction ,29,SINGLE,NO,1,74494.85002,NO
33777,32,No schooling,Arts & Media,14,SINGLE,NO,1,58494.85002,YES
33783,38,Doctorate,Education ,16,MARRIED,YES,2,81494.85002,NO
33787,48,Master,Construction ,27,MARRIED,NO,2,86494.85002,NO
33789,36,High School,Fishing ,17,SINGLE,NO,0,95494.85002,NO
33791,31,High School,Fishing ,12,MARRIED,YES,3,72494.85002,NO
33806,36,Bachelor,Agriculture,16,SINGLE,YES,0,67494.85002,NO
33808,34,Master,Construction ,13,SINGLE,NO,2,76494.85002,NO
33814,28,Doctorate,Agriculture,6,MARRIED,NO,0,68494.85002,NO
33823,25,Doctorate,Construction ,3,MARRIED,YES,3,91494.85002,YES
33833,30,Bachelor,Energy ,10,SINGLE,NO,2,67494.85002,YES
33843,45,Bachelor,Construction ,25,SINGLE,NO,3,84494.85002,NO
33852,37,No schooling,Arts & Media,19,SINGLE,YES,2,81494.85002,NO
33858,36,Doctorate,Education ,14,SINGLE,YES,1,95494.85002,NO
33862,55,Master,Construction ,34,SINGLE,NO,1,82494.85002,NO
33864,41,High School,Fishing ,22,SINGLE,YES,2,74494.85002,NO
33866,50,High School,Fishing ,31,MARRIED,NO,2,85494.85002,NO
33881,27,Bachelor,Agriculture,7,SINGLE,YES,2,95494.85002,NO
33883,26,Master,Construction ,5,SINGLE,NO,3,69494.85002,YES
33889,46,Doctorate,Agriculture,24,MARRIED,NO,1,82494.85002,NO
33898,29,Doctorate,Construction ,7,MARRIED,NO,0,71494.85002,YES
33908,43,Bachelor,Energy ,23,MARRIED,YES,2,81494.85002,YES
33918,29,Bachelor,Construction ,9,SINGLE,YES,3,68494.85002,NO
33927,35,No schooling,Arts & Media,17,MARRIED,NO,0,68494.85002,NO
33933,35,Doctorate,Education ,13,SINGLE,YES,1,102494.85,NO
33937,42,Master,Construction ,21,SINGLE,NO,1,68494.85002,YES
33939,36,High School,Fishing ,17,SINGLE,NO,3,73494.85002,NO
33941,33,High School,Fishing ,14,MARRIED,NO,3,88494.85002,NO
33956,37,Bachelor,Agriculture,17,SINGLE,YES,2,65494.85002,NO
33958,49,Master,Construction ,28,MARRIED,NO,2,88494.85002,NO
33964,29,Doctorate,Agriculture,7,SINGLE,YES,0,73494.85002,NO
33973,37,Doctorate,Construction ,15,SINGLE,YES,1,70494.85002,NO
33983,28,Bachelor,Energy ,8,MARRIED,NO,0,75494.85002,YES
33993,27,Bachelor,Construction ,7,MARRIED,YES,1,90494.85002,NO
34002,40,No schooling,Arts & Media,22,MARRIED,NO,1,71494.85002,YES
34008,43,Doctorate,Education ,21,SINGLE,YES,3,86494.85002,NO
34012,35,Master,Construction ,14,MARRIED,NO,0,81494.85002,NO
34014,26,High School,Fishing ,7,SINGLE,YES,1,74494.85002,NO
34016,47,High School,Fishing ,28,SINGLE,NO,1,78494.85002,NO
34031,55,Bachelor,Agriculture,35,MARRIED,YES,0,74494.85002,YES
34033,38,Master,Construction ,17,SINGLE,NO,0,69494.85002,NO
34039,30,Doctorate,Agriculture,8,MARRIED,NO,3,85494.85002,NO
34048,45,Doctorate,Construction ,23,MARRIED,YES,0,73494.85002,NO
34058,27,Bachelor,Energy ,7,SINGLE,YES,1,88494.85002,NO
34068,32,Bachelor,Construction ,12,SINGLE,YES,0,70494.85002,NO
34077,27,No schooling,Arts & Media,9,SINGLE,NO,1,83494.85002,NO
34083,31,Doctorate,Education ,9,SINGLE,YES,0,88494.85002,NO
34087,51,Master,Construction ,30,SINGLE,YES,0,78494.85002,NO
34089,36,High School,Fishing ,17,MARRIED,NO,1,75494.85002,NO
34091,52,High School,Fishing ,33,SINGLE,NO,0,87494.85002,NO
34106,29,Bachelor,Agriculture,9,MARRIED,YES,3,97494.85002,NO
34108,49,Master,Construction ,28,SINGLE,YES,1,62494.85002,NO
34114,50,Doctorate,Agriculture,28,SINGLE,NO,3,76494.85002,NO
34123,41,Doctorate,Construction ,19,SINGLE,YES,0,82494.85002,NO
34133,52,Bachelor,Energy ,32,SINGLE,NO,0,83494.85002,NO
34143,29,Bachelor,Construction ,9,MARRIED,NO,0,93494.85002,YES
34152,46,No schooling,Arts & Media,28,MARRIED,NO,2,80494.85002,YES
34158,39,Doctorate,Education ,17,SINGLE,YES,1,93494.85002,YES
34162,32,Master,Construction ,11,SINGLE,NO,3,69494.85002,NO
34164,48,High School,Fishing ,29,SINGLE,NO,0,81494.85002,NO
34166,39,High School,Fishing ,20,MARRIED,YES,2,82494.85002,YES
34181,47,Bachelor,Agriculture,27,MARRIED,YES,2,71494.85002,YES
34183,49,Master,Construction ,28,SINGLE,YES,0,74494.85002,NO
34189,32,Doctorate,Agriculture,10,SINGLE,NO,2,82494.85002,NO
34198,47,Doctorate,Construction ,25,SINGLE,NO,3,98494.85002,NO
34208,55,Bachelor,Energy ,35,MARRIED,YES,1,91494.85002,YES
34218,36,Bachelor,Construction ,16,SINGLE,YES,3,84494.85002,NO
34227,27,No schooling,Arts & Media,9,SINGLE,NO,1,60494.85002,NO
34233,43,Doctorate,Education ,21,SINGLE,NO,0,85494.85002,YES
34237,53,Master,Construction ,32,SINGLE,NO,1,85494.85002,YES
34239,55,High School,Fishing ,36,SINGLE,YES,2,77494.85002,NO
34241,42,High School,Fishing ,23,SINGLE,NO,1,70494.85002,NO
34256,51,Bachelor,Agriculture,31,SINGLE,NO,0,87494.85002,NO
34258,27,Master,Construction ,6,SINGLE,YES,2,88494.85002,NO
34264,39,Doctorate,Agriculture,17,SINGLE,YES,3,87494.85002,NO
34273,40,Doctorate,Construction ,18,MARRIED,NO,3,99494.85002,NO
34283,41,Bachelor,Energy ,21,MARRIED,NO,3,78494.85002,NO
34293,39,Bachelor,Construction ,19,SINGLE,YES,3,90494.85002,YES
34302,28,No schooling,Arts & Media,10,SINGLE,NO,2,72494.85002,YES
34308,39,Doctorate,Education ,17,SINGLE,NO,0,83494.85002,NO
34312,42,Master,Construction ,21,SINGLE,YES,0,94494.85002,YES
34314,34,High School,Fishing ,15,SINGLE,YES,0,60494.85002,NO
34316,42,High School,Fishing ,23,MARRIED,NO,1,94494.85002,NO
34331,35,Bachelor,Agriculture,15,SINGLE,YES,0,73494.85002,YES
34333,36,Master,Construction ,15,SINGLE,NO,1,101494.85,YES
34339,50,Doctorate,Agriculture,28,SINGLE,NO,0,99494.85002,NO
34348,45,Doctorate,Construction ,23,MARRIED,YES,0,81494.85002,NO
34358,39,Bachelor,Energy ,19,MARRIED,YES,3,74494.85002,NO
34368,45,Bachelor,Construction ,25,MARRIED,YES,2,66494.85002,NO
34377,29,No schooling,Arts & Media,11,SINGLE,YES,0,63494.85002,YES
34383,51,Doctorate,Education ,29,SINGLE,NO,0,94494.85002,NO
34387,43,Master,Construction ,22,MARRIED,NO,3,77494.85002,NO
34389,28,High School,Fishing ,9,MARRIED,NO,2,57494.85002,NO
34391,30,High School,Fishing ,11,SINGLE,YES,3,85494.85002,NO
34406,26,Bachelor,Agriculture,6,SINGLE,YES,3,77494.85002,NO
34408,26,Master,Construction ,5,MARRIED,YES,1,100494.85,YES
34414,49,Doctorate,Agriculture,27,MARRIED,NO,0,96494.85002,NO
34423,29,Doctorate,Construction ,7,SINGLE,NO,3,93494.85002,NO
34433,43,Bachelor,Energy ,23,SINGLE,YES,2,74494.85002,NO
34443,33,Bachelor,Construction ,13,MARRIED,YES,0,88494.85002,NO
34452,52,No schooling,Arts & Media,34,SINGLE,NO,3,67494.85002,YES
34458,32,Doctorate,Education ,10,SINGLE,NO,3,73494.85002,NO
34462,32,Master,Construction ,11,SINGLE,NO,2,88494.85002,YES
34464,47,High School,Fishing ,28,MARRIED,YES,2,65494.85002,YES
34466,50,High School,Fishing ,31,SINGLE,NO,3,82494.85002,YES
34481,48,Bachelor,Agriculture,28,SINGLE,NO,1,61494.85002,NO
34483,39,Master,Construction ,18,SINGLE,NO,1,89494.85002,YES
34489,27,Doctorate,Agriculture,5,SINGLE,NO,2,86494.85002,NO
34498,25,Doctorate,Construction ,3,SINGLE,NO,2,92494.85002,NO
34508,34,Bachelor,Energy ,14,SINGLE,YES,2,94494.85002,NO
34518,54,Bachelor,Construction ,34,SINGLE,YES,1,94494.85002,NO
34527,46,No schooling,Arts & Media,28,MARRIED,NO,0,72494.85002,YES
34533,26,Doctorate,Education ,4,MARRIED,YES,2,64494.85002,YES
34537,47,Master,Construction ,26,SINGLE,NO,2,68494.85002,NO
34539,53,High School,Fishing ,34,SINGLE,NO,3,69494.85002,NO
34541,37,High School,Fishing ,18,SINGLE,YES,2,83494.85002,YES
34556,40,Bachelor,Agriculture,20,SINGLE,NO,0,89494.85002,YES
34558,35,Master,Construction ,14,SINGLE,NO,3,74494.85002,NO
34564,29,Doctorate,Agriculture,7,MARRIED,NO,3,76494.85002,NO
34573,53,Doctorate,Construction ,31,SINGLE,NO,2,86494.85002,NO
34583,41,Bachelor,Energy ,21,SINGLE,NO,2,87494.85002,NO
34593,44,Bachelor,Construction ,24,MARRIED,YES,1,62494.85002,NO
34602,52,No schooling,Arts & Media,34,SINGLE,NO,0,82494.85002,NO
34608,26,Doctorate,Education ,4,MARRIED,NO,1,83494.85002,NO
34612,26,Master,Construction ,5,MARRIED,NO,0,87494.85002,YES
34614,54,High School,Fishing ,35,MARRIED,NO,1,79494.85002,YES
34616,41,High School,Fishing ,22,SINGLE,NO,2,66494.85002,NO
34631,42,Bachelor,Agriculture,22,SINGLE,NO,2,87494.85002,YES
34633,39,Master,Construction ,18,MARRIED,NO,0,95494.85002,NO
34639,49,Doctorate,Agriculture,27,SINGLE,YES,3,99494.85002,NO
34648,42,Doctorate,Construction ,20,SINGLE,NO,2,90494.85002,NO
34658,47,Bachelor,Energy ,27,SINGLE,YES,3,72494.85002,YES
34668,53,Bachelor,Construction ,33,SINGLE,YES,2,74494.85002,NO
34677,49,No schooling,Arts & Media,31,MARRIED,NO,1,91494.85002,YES
34683,55,Doctorate,Education ,33,SINGLE,NO,2,79494.85002,NO
34687,33,Master,Construction ,12,SINGLE,NO,3,101494.85,YES
34689,33,High School,Fishing ,14,SINGLE,NO,1,65494.85002,YES
34691,46,High School,Fishing ,27,MARRIED,YES,0,81494.85002,NO
34706,25,Bachelor,Agriculture,5,SINGLE,YES,2,63494.85002,NO
34708,44,Master,Construction ,23,SINGLE,NO,0,81494.85002,NO
34714,33,Doctorate,Agriculture,11,SINGLE,NO,0,89494.85002,NO
34723,28,Doctorate,Construction ,6,MARRIED,NO,2,93494.85002,NO
34733,52,Bachelor,Energy ,32,SINGLE,NO,0,75494.85002,NO
34743,25,Bachelor,Construction ,5,MARRIED,NO,3,79494.85002,YES
34752,37,No schooling,Arts & Media,19,SINGLE,YES,3,81494.85002,NO
34758,53,Doctorate,Education ,31,MARRIED,YES,2,72494.85002,NO
34762,33,Master,Construction ,12,MARRIED,YES,0,86494.85002,YES
34764,44,High School,Fishing ,25,SINGLE,YES,0,68494.85002,YES
34766,40,High School,Fishing ,21,MARRIED,YES,0,59494.85002,YES
34781,49,Bachelor,Agriculture,29,SINGLE,NO,0,79494.85002,NO
34783,40,Master,Construction ,19,MARRIED,NO,2,78494.85002,NO
34789,38,Doctorate,Agriculture,16,MARRIED,YES,3,99494.85002,NO
34798,51,Doctorate,Construction ,29,SINGLE,YES,0,80494.85002,NO
34808,49,Bachelor,Energy ,29,SINGLE,NO,0,62494.85002,NO
34818,37,Bachelor,Construction ,17,SINGLE,YES,0,66494.85002,NO
34827,34,No schooling,Arts & Media,16,MARRIED,YES,2,71494.85002,YES
34833,34,Doctorate,Education ,12,SINGLE,YES,1,80494.85002,NO
34837,33,Master,Construction ,12,MARRIED,NO,2,90494.85002,NO
34839,36,High School,Fishing ,17,SINGLE,NO,1,82494.85002,YES
34841,40,High School,Fishing ,21,MARRIED,YES,1,73494.85002,NO
34856,49,Bachelor,Agriculture,29,MARRIED,YES,2,84494.85002,YES
34858,51,Master,Construction ,30,SINGLE,NO,0,95494.85002,NO
34864,45,Doctorate,Agriculture,23,MARRIED,YES,0,81494.85002,NO
34873,38,Doctorate,Construction ,16,SINGLE,YES,0,79494.85002,NO
34883,47,Bachelor,Energy ,27,SINGLE,NO,2,62494.85002,NO
34893,50,Bachelor,Construction ,30,SINGLE,NO,2,83494.85002,NO
34902,25,No schooling,Arts & Media,7,MARRIED,NO,2,69494.85002,NO
34908,31,Doctorate,Education ,9,SINGLE,NO,2,78494.85002,YES
34912,48,Master,Construction ,27,SINGLE,NO,3,79494.85002,NO
34914,34,High School,Fishing ,15,SINGLE,NO,3,64494.85002,NO
34916,31,High School,Fishing ,12,MARRIED,YES,1,70494.85002,NO
34931,29,Bachelor,Agriculture,9,MARRIED,NO,2,87494.85002,YES
34933,53,Master,Construction ,32,SINGLE,YES,2,81494.85002,YES
34939,43,Doctorate,Agriculture,21,MARRIED,YES,3,77494.85002,NO
34948,35,Doctorate,Construction ,13,SINGLE,YES,3,94494.85002,NO
34958,38,Bachelor,Energy ,18,SINGLE,NO,3,74494.85002,YES
34968,50,Bachelor,Construction ,30,SINGLE,NO,0,61494.85002,NO
34977,46,No schooling,Arts & Media,28,MARRIED,NO,0,68494.85002,YES
34983,43,Doctorate,Education ,21,SINGLE,NO,2,84494.85002,YES
34987,53,Master,Construction ,32,MARRIED,NO,3,96494.85002,NO
34989,45,High School,Fishing ,26,SINGLE,YES,1,79494.85002,NO
34991,27,High School,Fishing ,8,SINGLE,NO,2,77494.85002,YES
35006,34,Bachelor,Agriculture,14,SINGLE,NO,1,82494.85002,NO
35008,27,Master,Construction ,6,SINGLE,NO,3,84494.85002,NO
35014,54,Doctorate,Agriculture,32,SINGLE,NO,1,96494.85002,NO
35023,34,Doctorate,Construction ,12,SINGLE,NO,2,84494.85002,NO
35033,53,Bachelor,Energy ,33,SINGLE,NO,0,86494.85002,NO
35043,27,Bachelor,Construction ,7,SINGLE,NO,2,61494.85002,NO
35052,39,No schooling,Arts & Media,21,MARRIED,YES,3,85494.85002,NO
35058,27,Doctorate,Education ,5,MARRIED,NO,3,70494.85002,NO
35062,51,Master,Construction ,30,SINGLE,NO,2,73494.85002,NO
35064,33,High School,Fishing ,14,SINGLE,YES,1,84494.85002,NO
35066,27,High School,Fishing ,8,SINGLE,YES,1,79494.85002,NO
35081,30,Bachelor,Agriculture,10,SINGLE,NO,0,69494.85002,NO
35083,29,Master,Construction ,8,SINGLE,NO,2,88494.85002,YES
35089,32,Doctorate,Agriculture,10,SINGLE,YES,2,70494.85002,NO
35098,50,Doctorate,Construction ,28,SINGLE,NO,0,97494.85002,YES
35108,46,Bachelor,Energy ,26,SINGLE,NO,2,99494.85002,NO
35118,34,Bachelor,Construction ,14,SINGLE,NO,1,74494.85002,NO
35127,27,No schooling,Arts & Media,9,SINGLE,NO,3,73494.85002,NO
35133,45,Doctorate,Education ,23,SINGLE,YES,2,72494.85002,NO
35137,31,Master,Construction ,10,MARRIED,NO,2,79494.85002,NO
35139,27,High School,Fishing ,8,SINGLE,YES,3,82494.85002,NO
35141,25,High School,Fishing ,6,MARRIED,NO,1,87494.85002,NO
35156,30,Bachelor,Agriculture,10,MARRIED,NO,3,75494.85002,NO
35158,44,Master,Construction ,23,SINGLE,NO,0,86494.85002,YES
35164,33,Doctorate,Agriculture,11,SINGLE,NO,0,74494.85002,NO
35173,54,Doctorate,Construction ,32,SINGLE,YES,3,84494.85002,NO
35183,39,Bachelor,Energy ,19,SINGLE,NO,1,73494.85002,YES
35193,33,Bachelor,Construction ,13,MARRIED,NO,0,97494.85002,YES
35202,25,No schooling,Arts & Media,7,SINGLE,NO,1,80494.85002,YES
35208,53,Doctorate,Education ,31,MARRIED,YES,1,70494.85002,YES
35212,45,Master,Construction ,24,SINGLE,YES,3,78494.85002,NO
35214,35,High School,Fishing ,16,MARRIED,YES,3,84494.85002,NO
35216,29,High School,Fishing ,10,SINGLE,NO,1,71494.85002,YES
35231,34,Bachelor,Agriculture,14,MARRIED,YES,3,74494.85002,NO
35233,26,Master,Construction ,5,SINGLE,NO,0,90494.85002,NO
35239,25,Doctorate,Agriculture,3,MARRIED,NO,0,85494.85002,NO
35248,51,Doctorate,Construction ,29,SINGLE,YES,1,87494.85002,YES
35258,48,Bachelor,Energy ,28,SINGLE,YES,2,76494.85002,NO
35268,49,Bachelor,Construction ,29,SINGLE,NO,0,76494.85002,YES
35277,26,No schooling,Arts & Media,8,MARRIED,NO,2,62494.85002,YES
35283,39,Doctorate,Education ,17,SINGLE,YES,0,73494.85002,YES
35287,32,Master,Construction ,11,SINGLE,NO,2,72494.85002,YES
35289,47,High School,Fishing ,28,SINGLE,YES,0,66494.85002,NO
35291,54,High School,Fishing ,35,MARRIED,YES,1,80494.85002,NO
35306,52,Bachelor,Agriculture,32,SINGLE,NO,0,96494.85002,NO
35308,29,Master,Construction ,8,MARRIED,YES,0,88494.85002,NO
35314,34,Doctorate,Agriculture,12,SINGLE,NO,0,76494.85002,NO
35323,41,Doctorate,Construction ,19,SINGLE,NO,2,87494.85002,NO
35333,49,Bachelor,Energy ,29,MARRIED,YES,0,87494.85002,NO
35343,52,Bachelor,Construction ,32,MARRIED,YES,1,93494.85002,NO
35352,32,No schooling,Arts & Media,14,SINGLE,YES,2,81494.85002,NO
35358,43,Doctorate,Education ,21,MARRIED,NO,0,99494.85002,NO
35362,35,Master,Construction ,14,SINGLE,NO,1,99494.85002,NO
35364,49,High School,Fishing ,30,MARRIED,YES,0,81494.85002,NO
35366,25,High School,Fishing ,6,SINGLE,NO,2,77494.85002,NO
35381,51,Bachelor,Agriculture,31,SINGLE,NO,0,87494.85002,NO
35383,34,Master,Construction ,13,SINGLE,NO,1,97494.85002,NO
35389,36,Doctorate,Agriculture,14,SINGLE,YES,2,70494.85002,NO
35398,32,Doctorate,Construction ,10,SINGLE,YES,0,97494.85002,NO
35408,35,Bachelor,Energy ,15,SINGLE,NO,3,92494.85002,NO
35418,35,Bachelor,Construction ,15,SINGLE,YES,0,88494.85002,YES
35427,33,No schooling,Arts & Media,15,SINGLE,YES,2,72494.85002,NO
35433,27,Doctorate,Education ,5,SINGLE,YES,3,91494.85002,YES
35437,42,Master,Construction ,21,MARRIED,NO,3,95494.85002,NO
35439,35,High School,Fishing ,16,SINGLE,YES,1,66494.85002,YES
35441,54,High School,Fishing ,35,SINGLE,YES,3,75494.85002,YES
35456,44,Bachelor,Agriculture,24,SINGLE,YES,0,82494.85002,YES
35458,27,Master,Construction ,6,SINGLE,NO,2,92494.85002,NO
35464,37,Doctorate,Agriculture,15,SINGLE,NO,1,82494.85002,NO
35473,26,Doctorate,Construction ,4,SINGLE,NO,1,81494.85002,NO
35483,46,Bachelor,Energy ,26,MARRIED,NO,1,69494.85002,YES
35493,45,Bachelor,Construction ,25,MARRIED,YES,3,69494.85002,NO
35502,44,No schooling,Arts & Media,26,MARRIED,NO,1,64494.85002,NO
35508,49,Doctorate,Education ,27,MARRIED,NO,0,76494.85002,NO
35512,33,Master,Construction ,12,SINGLE,YES,2,90494.85002,NO
35514,27,High School,Fishing ,8,SINGLE,YES,1,81494.85002,NO
35516,36,High School,Fishing ,17,SINGLE,YES,1,63494.85002,YES
35531,45,Bachelor,Agriculture,25,SINGLE,NO,0,78494.85002,NO
35533,28,Master,Construction ,7,SINGLE,YES,0,78494.85002,NO
35539,43,Doctorate,Agriculture,21,MARRIED,NO,0,88494.85002,NO
35548,42,Doctorate,Construction ,20,SINGLE,NO,1,79494.85002,NO
35558,31,Bachelor,Energy ,11,SINGLE,YES,2,72494.85002,YES
35568,30,Bachelor,Construction ,10,SINGLE,NO,3,69494.85002,NO
35577,49,No schooling,Arts & Media,31,MARRIED,NO,1,62494.85002,NO
35583,31,Doctorate,Education ,9,SINGLE,YES,0,98494.85002,YES
35587,27,Master,Construction ,6,MARRIED,NO,2,96494.85002,NO
35589,49,High School,Fishing ,30,SINGLE,YES,1,65494.85002,NO
35591,27,High School,Fishing ,8,MARRIED,NO,0,88494.85002,NO
35606,36,Bachelor,Agriculture,16,SINGLE,NO,2,84494.85002,YES
35608,48,Master,Construction ,27,SINGLE,NO,1,79494.85002,NO
35614,38,Doctorate,Agriculture,16,SINGLE,NO,1,73494.85002,NO
35623,25,Doctorate,Construction ,3,SINGLE,YES,0,82494.85002,NO
35633,38,Bachelor,Energy ,18,SINGLE,NO,3,84494.85002,YES
35643,29,Bachelor,Construction ,9,SINGLE,YES,0,67494.85002,NO
35652,47,No schooling,Arts & Media,29,MARRIED,NO,2,75494.85002,NO
35658,32,Doctorate,Education ,10,SINGLE,NO,2,75494.85002,NO
35662,41,Master,Construction ,20,SINGLE,YES,3,93494.85002,NO
35664,41,High School,Fishing ,22,SINGLE,YES,2,67494.85002,NO
35666,52,High School,Fishing ,33,SINGLE,NO,1,85494.85002,NO
35681,39,Bachelor,Agriculture,19,SINGLE,YES,3,83494.85002,YES
35683,32,Master,Construction ,11,SINGLE,YES,1,66494.85002,NO
35689,51,Doctorate,Agriculture,29,MARRIED,YES,0,87494.85002,NO
35698,35,Doctorate,Construction ,13,SINGLE,NO,2,79494.85002,NO
35708,46,Bachelor,Energy ,26,SINGLE,YES,0,81494.85002,YES
35718,53,Bachelor,Construction ,33,SINGLE,YES,0,67494.85002,YES
35727,52,No schooling,Arts & Media,34,SINGLE,NO,1,80494.85002,NO
35733,42,Doctorate,Education ,20,SINGLE,YES,0,103494.85,NO
35737,40,Master,Construction ,19,MARRIED,NO,2,70494.85002,NO
35739,35,High School,Fishing ,16,SINGLE,YES,2,66494.85002,NO
35741,42,High School,Fishing ,23,SINGLE,YES,0,81494.85002,NO
35756,39,Bachelor,Agriculture,19,SINGLE,NO,3,95494.85002,YES
35758,29,Master,Construction ,8,MARRIED,YES,1,85494.85002,YES
35764,38,Doctorate,Agriculture,16,SINGLE,YES,0,65494.85002,NO
35773,39,Doctorate,Construction ,17,SINGLE,NO,2,89494.85002,YES
35783,27,Bachelor,Energy ,7,SINGLE,NO,3,81494.85002,NO
35793,43,Bachelor,Construction ,23,SINGLE,NO,3,91494.85002,YES
35802,36,No schooling,Arts & Media,18,SINGLE,YES,2,73494.85002,NO
35808,31,Doctorate,Education ,9,SINGLE,YES,3,80494.85002,YES
